ts_event,open,high,low,close,volume,rtype,publisher_id,instrument_id,symbol
2025-09-08 00:00:00+00:00,3630.9,3630.9,3627.0,3629.4,1685,33.0,1.0,39231.0,GC
2025-09-08 00:15:00+00:00,3629.4,3632.1,3627.1,3630.4,1402,33.0,1.0,39231.0,GC
2025-09-08 00:30:00+00:00,3630.3,3630.3,3627.4,3630.2,1077,33.0,1.0,39231.0,GC
2025-09-08 00:45:00+00:00,3630.3,3634.5,3627.9,3634.4,1691,33.0,1.0,39231.0,GC
2025-09-08 01:00:00+00:00,3634.5,3637.9,3625.0,3629.5,4643,33.0,1.0,39231.0,GC
2025-09-08 01:15:00+00:00,3629.3,3631.5,3625.4,3627.3,2037,33.0,1.0,39231.0,GC
2025-09-08 01:30:00+00:00,3627.1,3631.2,3626.5,3629.0,2266,33.0,1.0,39231.0,GC
2025-09-08 01:45:00+00:00,3628.6,3632.7,3627.8,3631.1,1739,33.0,1.0,39231.0,GC
2025-09-08 02:00:00+00:00,3631.4,3636.0,3627.8,3629.8,2664,33.0,1.0,39231.0,GC
2025-09-08 02:15:00+00:00,3629.6,3633.5,3628.2,3632.4,1692,33.0,1.0,39231.0,GC
2025-09-08 02:30:00+00:00,3632.3,3634.9,3629.0,3629.3,1962,33.0,1.0,39231.0,GC
2025-09-08 02:45:00+00:00,3629.3,3634.9,3628.7,3632.9,1786,33.0,1.0,39231.0,GC
2025-09-08 03:00:00+00:00,3632.9,3634.4,3629.3,3629.4,1346,33.0,1.0,39231.0,GC
2025-09-08 03:15:00+00:00,3629.4,3631.3,3627.9,3628.1,1139,33.0,1.0,39231.0,GC
2025-09-08 03:30:00+00:00,3628.3,3629.7,3626.5,3626.9,1724,33.0,1.0,39231.0,GC
2025-09-08 03:45:00+00:00,3626.6,3627.5,3626.1,3626.8,559,33.0,1.0,39231.0,GC
2025-09-08 04:00:00+00:00,3626.6,3626.6,3621.7,3623.4,2003,33.0,1.0,39231.0,GC
2025-09-08 04:15:00+00:00,3623.5,3626.1,3623.2,3624.9,694,33.0,1.0,39231.0,GC
2025-09-08 04:30:00+00:00,3625.0,3625.1,3622.3,3623.2,590,33.0,1.0,39231.0,GC
2025-09-08 04:45:00+00:00,3623.1,3624.4,3622.7,3623.4,421,33.0,1.0,39231.0,GC
2025-09-08 05:00:00+00:00,3623.3,3625.9,3622.8,3623.7,661,33.0,1.0,39231.0,GC
2025-09-08 05:15:00+00:00,3624.0,3625.3,3623.6,3623.9,1004,33.0,1.0,39231.0,GC
2025-09-08 05:30:00+00:00,3623.9,3628.2,3622.4,3627.2,1681,33.0,1.0,39231.0,GC
2025-09-08 05:45:00+00:00,3627.4,3632.5,3627.2,3631.8,2362,33.0,1.0,39231.0,GC
2025-09-08 06:00:00+00:00,3631.9,3634.6,3630.6,3634.6,2111,33.0,1.0,39231.0,GC
2025-09-08 06:15:00+00:00,3634.4,3634.9,3630.8,3634.9,1179,33.0,1.0,39231.0,GC
2025-09-08 06:30:00+00:00,3634.8,3637.5,3633.3,3637.3,1834,33.0,1.0,39231.0,GC
2025-09-08 06:45:00+00:00,3637.6,3638.7,3635.4,3638.2,2237,33.0,1.0,39231.0,GC
2025-09-08 07:00:00+00:00,3638.2,3645.0,3636.0,3644.7,3250,33.0,1.0,39231.0,GC
2025-09-08 07:15:00+00:00,3644.5,3651.0,3644.5,3649.8,3018,33.0,1.0,39231.0,GC
2025-09-08 07:30:00+00:00,3649.7,3654.3,3649.7,3653.0,2307,33.0,1.0,39231.0,GC
2025-09-08 07:45:00+00:00,3652.8,3653.0,3646.9,3650.5,2713,33.0,1.0,39231.0,GC
2025-09-08 08:00:00+00:00,3650.6,3651.1,3647.7,3649.2,1257,33.0,1.0,39231.0,GC
2025-09-08 08:15:00+00:00,3649.0,3657.5,3647.7,3653.4,3668,33.0,1.0,39231.0,GC
2025-09-08 08:30:00+00:00,3653.3,3655.4,3651.6,3653.5,1605,33.0,1.0,39231.0,GC
2025-09-08 08:45:00+00:00,3653.4,3654.4,3649.7,3651.4,1890,33.0,1.0,39231.0,GC
2025-09-08 09:00:00+00:00,3651.2,3653.9,3648.2,3653.0,2588,33.0,1.0,39231.0,GC
2025-09-08 09:15:00+00:00,3652.9,3654.0,3650.4,3651.0,1457,33.0,1.0,39231.0,GC
2025-09-08 09:30:00+00:00,3650.8,3654.9,3650.1,3654.5,1212,33.0,1.0,39231.0,GC
2025-09-08 09:45:00+00:00,3654.4,3655.1,3653.5,3654.0,726,33.0,1.0,39231.0,GC
2025-09-08 10:00:00+00:00,3654.2,3661.2,3653.9,3661.1,1800,33.0,1.0,39231.0,GC
2025-09-08 10:15:00+00:00,3660.9,3662.5,3656.3,3658.6,3038,33.0,1.0,39231.0,GC
2025-09-08 10:30:00+00:00,3658.9,3659.4,3655.1,3657.6,1314,33.0,1.0,39231.0,GC
2025-09-08 10:45:00+00:00,3657.4,3657.5,3652.9,3657.0,1728,33.0,1.0,39231.0,GC
2025-09-08 11:00:00+00:00,3656.8,3657.1,3653.9,3655.6,797,33.0,1.0,39231.0,GC
2025-09-08 11:15:00+00:00,3655.5,3657.2,3654.6,3656.4,787,33.0,1.0,39231.0,GC
2025-09-08 11:30:00+00:00,3656.6,3657.9,3652.4,3653.9,1586,33.0,1.0,39231.0,GC
